123;supply_node;3082.00;9.80;774.00;3.40;0
123;naval_base;3083.00;9.50;773.00;1.57;0
43;floating_harbor;3308.96;9.50;1244.23;-1.68;1762
148;floating_harbor;3597.00;9.50;740.00;0.00;1868
174;floating_harbor;3634.79;9.50;526.70;-1.33;7496
187;floating_harbor;3423.60;9.50;231.50;-2.76;2781
201;floating_harbor;2723.00;9.80;954.00;-4.50;500
233;floating_harbor;2702.60;9.50;976.80;-2.21;6505
291;floating_harbor;2904.70;9.50;1252.21;-2.90;5749
314;floating_harbor;2434.08;9.50;1620.53;-2.09;3593
341;floating_harbor;2161.05;9.50;1227.05;-3.93;5819
2;arms_factory;3176.00;9.70;1076.00;4.09;0
2;arms_factory;3171.00;9.70;1074.00;0.47;0
2;arms_factory;3182.00;9.70;1075.00;2.04;0
2;arms_factory;3172.00;9.70;1070.00;4.70;0
2;arms_factory;3181.00;9.70;1069.00;2.54;0
2;arms_factory;3172.00;9.70;1076.00;3.74;0
2;industrial_complex;3174.00;9.70;1076.00;0.48;0
2;industrial_complex;3183.00;9.70;1074.00;3.14;0
2;industrial_complex;3181.00;9.70;1075.00;5.81;0
2;industrial_complex;3183.00;9.70;1075.00;2.54;0
2;industrial_complex;3176.00;9.70;1075.00;5.21;0
2;industrial_complex;3179.00;9.70;1075.00;1.59;0
2;air_base;3180.00;9.70;1067.00;4.25;0
2;supply_node;3175.00;9.70;1075.00;2.81;0
2;supply_node;3181.00;9.70;1071.00;5.75;0
2;supply_node;3172.00;9.70;1071.00;0.94;0
2;supply_node;3178.00;9.50;1065.00;4.98;0
2;naval_base;3178.00;9.50;1063.00;-0.79;9712
2;naval_base;3171.00;9.50;1070.00;-1.57;9712
2;naval_base;3174.00;9.70;1077.00;-2.36;9712
2;naval_base;3182.00;9.50;1077.00;-3.52;7891
2;bunker;3182.00;9.70;1071.00;2.71;0
2;bunker;3176.00;9.70;1076.00;0.55;0
2;bunker;3172.00;9.70;1074.00;3.21;0
2;bunker;3177.00;9.70;1070.00;4.77;0
2;coastal_bunker;3175.00;9.70;1077.00;-2.36;0
2;coastal_bunker;3178.00;9.50;1065.00;-0.79;0
2;coastal_bunker;3170.00;9.50;1074.00;-1.57;0
2;coastal_bunker;3182.00;9.50;1077.00;-3.52;0
2;dockyard;3183.00;9.70;1076.00;-3.52;0
2;anti_air_building;3175.00;9.70;1071.00;2.26;0
2;anti_air_building;3172.00;9.70;1072.00;0.11;0
2;anti_air_building;3182.00;9.70;1066.00;1.67;0
