0;0;0;0;land;false;unknown;0
1;211;173;183;land;false;desert;1
2;149;199;174;land;false;marsh;1
3;218;174;140;land;true;desert;1
4;246;199;185;land;true;marsh;1
5;147;137;252;land;true;mountain;1
6;185;174;241;land;false;mountain;1
7;153;227;143;land;false;mountain;1
8;155;192;224;land;false;mountain;1
9;236;248;190;land;false;mountain;1
10;152;173;221;land;true;mountain;1
11;224;132;154;land;false;plains;1
12;254;79;214;land;true;mountain;1
13;207;215;147;land;false;marsh;1
14;254;254;98;land;false;desert;1
15;102;238;191;land;false;marsh;1
16;219;240;94;land;true;marsh;1
17;236;123;212;land;false;mountain;1
18;211;131;234;land;false;mountain;1
19;207;204;197;land;false;marsh;1
20;176;223;151;land;false;mountain;1
21;236;198;121;land;false;marsh;1
22;109;240;223;land;false;marsh;1
23;148;157;233;land;false;desert;1
24;198;133;225;land;false;marsh;1
25;229;44;231;land;false;desert;1
26;154;238;224;land;false;desert;1
27;162;233;204;land;false;marsh;1
28;181;170;193;land;false;forest;1
29;119;205;189;land;true;marsh;1
30;190;208;182;land;false;marsh;1
31;158;229;151;land;true;marsh;1
32;126;241;241;land;true;marsh;1
33;253;51;249;land;false;desert;1
34;227;167;128;land;true;mountain;1
35;237;174;160;land;false;plains;1
36;226;108;232;land;false;jungle;1
37;236;235;152;land;false;desert;1
38;246;142;234;land;true;marsh;1
39;237;212;212;land;false;desert;1
40;143;246;125;land;false;jungle;1
41;161;177;193;land;false;desert;1
42;225;108;239;land;true;mountain;1
43;250;59;241;land;false;marsh;1
44;235;210;198;land;false;mountain;1
45;130;187;246;land;true;mountain;1
46;210;158;150;land;false;desert;1
47;111;241;206;land;true;marsh;1
48;29;232;241;land;true;mountain;1
49;242;204;127;land;false;desert;1
50;247;71;193;land;false;marsh;1
51;197;218;98;land;false;hills;1
52;247;248;24;land;true;mountain;1
53;182;204;126;land;false;desert;1
54;226;79;240;land;false;mountain;1
55;148;247;112;land;true;plains;1
56;221;236;88;land;false;mountain;1
57;118;191;207;land;false;mountain;1
58;246;214;219;land;true;mountain;1
59;235;226;144;land;false;desert;1
60;217;238;90;land;true;marsh;1
61;248;204;89;land;false;jungle;1
62;238;71;197;land;false;marsh;1
63;157;217;219;land;false;jungle;1
64;233;184;230;land;false;desert;1
65;196;239;164;land;false;desert;1
66;252;248;177;land;false;desert;1
67;221;236;60;land;false;mountain;1
68;176;233;157;land;true;mountain;1
69;118;229;250;land;false;desert;1
70;202;143;171;land;true;desert;1
71;197;166;195;land;false;desert;1
72;222;134;158;land;false;desert;1
73;163;240;228;land;true;forest;1
74;234;41;231;land;true;jungle;1
75;104;250;162;land;true;marsh;1
76;161;199;206;land;false;desert;1
77;192;228;117;land;false;hills;1
78;154;187;197;land;false;desert;1
79;151;139;254;land;false;mountain;1
80;102;218;187;land;false;desert;1
81;204;224;196;land;true;marsh;1
82;253;80;233;land;true;jungle;1
83;230;130;219;land;false;desert;1
84;237;191;205;land;false;desert;1
85;221;207;234;land;true;mountain;1
86;248;176;123;land;true;marsh;1
87;161;239;164;land;false;forest;1
88;162;246;187;land;false;mountain;1
89;184;238;165;land;false;urban;1
90;226;230;155;land;false;mountain;1
91;217;166;238;land;false;mountain;1
92;241;207;67;land;false;marsh;1
93;194;234;152;land;true;jungle;1
94;249;103;215;land;true;forest;1
95;206;117;224;land;false;mountain;1
96;241;230;237;land;true;mountain;1
97;201;231;178;land;true;desert;1
98;222;199;132;land;false;mountain;1
99;224;77;201;land;false;jungle;1
100;246;93;165;land;false;marsh;1
101;144;224;195;land;true;desert;1
102;242;87;199;land;true;marsh;1
103;208;201;155;land;false;mountain;1
104;202;253;119;land;false;marsh;1
105;94;187;224;land;true;mountain;1
106;207;253;241;land;false;forest;1
107;244;104;192;land;false;desert;1
108;234;164;167;land;false;mountain;1
109;207;119;182;land;false;marsh;1
110;221;128;197;land;true;jungle;1
111;219;172;114;land;false;mountain;1
112;114;217;185;land;false;desert;1
113;134;191;246;land;false;mountain;1
114;145;232;222;land;true;marsh;1
115;55;230;227;land;true;plains;1
116;204;167;139;land;true;mountain;1
117;216;191;246;land;false;marsh;1
118;175;216;194;land;false;marsh;1
119;247;214;238;land;false;marsh;1
120;94;178;250;land;false;mountain;1
121;105;183;229;land;true;marsh;1
122;197;171;145;land;false;forest;1
123;154;189;218;land;true;marsh;1
124;248;250;64;land;false;mountain;1
125;232;252;130;land;false;marsh;1
126;156;213;231;land;true;desert;1
127;244;212;130;land;true;plains;1
128;240;202;187;land;true;mountain;1
129;172;219;122;land;false;marsh;1
130;175;230;246;land;false;plains;1
131;213;176;244;land;false;desert;1
132;79;229;203;land;false;marsh;1
133;159;136;252;land;false;urban;1
134;195;215;171;land;true;marsh;1
135;63;237;209;land;true;marsh;1
136;219;250;166;land;false;mountain;1
137;254;188;154;land;false;marsh;1
138;121;235;216;land;false;hills;1
139;172;251;134;land;false;marsh;1
140;208;214;252;land;false;mountain;1
141;243;226;219;land;false;desert;1
142;119;157;244;land;false;mountain;1
143;229;170;133;land;false;mountain;1
144;214;209;204;land;true;marsh;1
145;252;121;141;land;false;mountain;1
146;186;231;117;land;false;marsh;1
147;159;231;223;land;true;desert;1
148;213;75;221;land;false;desert;1
149;247;246;201;land;false;desert;1
150;178;123;201;land;true;plains;1
151;190;194;215;land;false;desert;1
152;214;228;70;land;false;desert;1
153;158;220;132;land;false;jungle;1
154;94;170;239;land;false;mountain;1
155;221;243;119;land;false;plains;1
156;215;243;231;land;true;marsh;1
157;253;169;88;land;false;marsh;1
158;237;131;241;land;true;marsh;1
159;247;115;149;land;false;urban;1
160;241;230;167;land;false;desert;1
161;109;220;226;land;true;mountain;1
162;76;215;253;land;false;mountain;1
163;71;221;241;land;false;forest;1
164;208;108;188;land;true;marsh;1
165;199;139;202;land;false;mountain;1
166;246;208;90;land;true;marsh;1
167;199;183;122;land;true;marsh;1
168;167;220;192;land;false;marsh;1
169;246;108;183;land;true;jungle;1
170;91;244;201;land;true;mountain;1
171;131;205;248;land;false;forest;1
172;180;191;168;land;false;marsh;1
173;82;248;251;land;false;desert;1
174;213;153;149;land;true;mountain;1
175;169;142;240;land;false;jungle;1
176;202;181;170;land;false;desert;1
177;251;148;159;land;true;mountain;1
178;131;242;139;land;true;mountain;1
179;106;160;252;land;false;forest;1
180;140;131;251;land;false;plains;1
181;173;193;208;land;false;marsh;1
182;155;241;214;land;false;marsh;1
183;201;131;169;land;true;mountain;1
184;187;162;208;land;false;marsh;1
185;182;232;203;land;false;jungle;1
186;16;242;254;land;false;mountain;1
187;161;236;137;land;true;jungle;1
188;197;238;173;land;false;jungle;1
189;222;245;221;land;false;mountain;1
190;242;94;221;land;true;plains;1
191;126;135;243;land;true;mountain;1
192;223;242;75;land;false;desert;1
193;192;181;252;land;false;mountain;1
194;106;214;198;land;false;desert;1
195;173;248;202;land;false;desert;1
196;186;179;211;land;false;hills;1
197;182;146;222;land;false;jungle;1
198;231;141;226;land;false;urban;1
199;247;185;226;land;false;marsh;1
200;161;123;254;land;false;mountain;1
201;204;186;181;land;false;desert;1
202;192;207;239;land;false;marsh;1
203;241;157;241;land;false;mountain;1
204;116;151;254;land;true;marsh;1
205;205;216;198;land;true;marsh;1
206;151;199;157;land;true;jungle;1
207;164;253;98;land;false;marsh;1
208;166;109;254;land;true;marsh;1
209;76;221;230;land;true;plains;1
210;246;164;130;land;false;mountain;1
211;57;243;234;land;false;desert;1
212;224;144;198;land;true;marsh;1
213;80;243;225;land;true;plains;1
214;222;198;148;land;false;desert;1
215;139;201;175;land;false;desert;1
216;160;178;229;land;false;marsh;1
217;215;93;202;land;false;forest;1
218;134;243;144;land;false;mountain;1
219;175;218;132;land;false;marsh;1
220;250;206;107;land;true;mountain;1
221;220;53;235;land;false;plains;1
222;200;223;214;land;true;marsh;1
223;156;217;133;land;true;mountain;1
224;226;136;163;land;true;forest;1
225;142;209;173;land;false;jungle;1
226;238;202;79;land;false;mountain;1
227;172;254;253;land;false;marsh;1
228;155;237;183;land;false;marsh;1
229;245;106;246;land;false;marsh;1
230;96;185;252;land;false;desert;1
231;218;131;197;land;true;marsh;1
232;183;240;103;land;true;mountain;1
233;229;150;206;land;false;mountain;1
234;185;237;143;land;true;jungle;1
235;176;185;184;land;false;marsh;1
236;129;202;250;land;false;marsh;1
237;170;168;242;land;false;desert;1
238;162;254;225;land;false;desert;1
239;24;233;244;land;true;forest;1
240;198;200;223;land;true;mountain;1
241;219;254;79;land;false;hills;1
242;212;96;214;land;true;mountain;1
243;191;182;211;land;false;desert;1
244;217;229;121;land;false;desert;1
245;228;236;120;land;false;marsh;1
246;236;40;236;land;false;marsh;1
247;254;115;181;land;false;forest;1
248;203;122;204;land;false;mountain;1
249;119;195;209;land;true;plains;1
250;222;205;122;land;true;mountain;1
251;238;224;242;land;false;jungle;1
252;88;243;219;land;false;desert;1
253;213;237;132;land;true;mountain;1
254;87;249;190;land;true;mountain;1
255;235;179;163;land;true;marsh;1
256;213;204;187;land;false;marsh;1
257;211;85;232;land;false;desert;1
258;230;237;70;land;false;forest;1
259;138;178;236;land;true;marsh;1
260;153;253;186;land;true;marsh;1
261;137;180;245;land;true;jungle;1
262;219;133;192;land;true;mountain;1
263;130;205;167;land;false;desert;1
264;240;218;195;land;true;forest;1
265;43;216;242;land;false;marsh;1
266;245;195;98;land;false;marsh;1
267;211;206;157;land;false;marsh;1
268;228;188;149;land;false;marsh;1
269;111;220;192;land;false;marsh;1
270;116;242;146;land;false;desert;1
271;235;233;139;land;false;mountain;1
272;101;231;245;land;false;mountain;1
273;149;201;221;land;false;marsh;1
274;243;180;243;land;false;marsh;1
275;138;249;128;land;false;marsh;1
276;229;248;239;land;true;plains;1
277;216;222;109;land;true;jungle;1
278;227;191;204;land;false;forest;1
279;184;229;183;land;true;desert;1
280;137;233;178;land;false;desert;1
281;245;228;106;land;false;forest;1
282;235;249;219;land;false;forest;1
283;121;180;216;land;false;mountain;1
284;205;212;185;land;false;forest;1
285;224;169;113;land;true;mountain;1
286;252;249;86;land;false;mountain;1
287;81;239;245;land;false;marsh;1
288;199;148;228;land;true;marsh;1
289;220;192;178;land;false;mountain;1
290;169;222;245;land;false;marsh;1
291;228;144;168;land;false;plains;1
292;177;218;223;land;true;mountain;1
293;170;227;114;land;false;plains;1
294;103;204;252;land;true;marsh;1
295;144;190;226;land;false;desert;1
296;173;84;253;land;false;marsh;1
297;248;173;254;land;true;mountain;1
298;88;232;250;land;true;mountain;1
299;185;172;153;land;false;desert;1
300;213;105;190;land;false;desert;1
301;189;173;170;land;false;plains;1
302;232;69;216;land;true;marsh;1
303;181;149;172;land;true;marsh;1
304;45;244;244;land;false;marsh;1
305;142;254;108;land;true;marsh;1
306;254;62;246;land;true;marsh;1
307;240;102;176;land;false;mountain;1
308;145;128;238;land;false;forest;1
309;217;148;175;land;false;marsh;1
310;191;94;229;land;false;jungle;1
311;187;246;196;land;false;desert;1
312;146;200;206;land;true;mountain;1
313;164;238;226;land;false;desert;1
314;141;243;207;land;false;forest;1
315;189;198;212;land;false;mountain;1
316;206;223;248;land;false;jungle;1
317;64;222;234;land;false;marsh;1
318;253;240;169;land;false;marsh;1
319;217;180;123;land;false;desert;1
320;199;175;138;land;true;marsh;1
321;85;224;221;land;true;marsh;1
322;227;149;131;land;false;desert;1
323;91;235;203;land;true;marsh;1
324;240;196;173;land;true;mountain;1
325;249;220;225;land;true;desert;1
326;177;195;141;land;true;jungle;1
327;164;234;234;land;false;marsh;1
328;227;100;193;land;true;plains;1
329;170;248;94;land;false;marsh;1
330;219;207;94;land;false;mountain;1
331;197;170;171;land;true;marsh;1
332;229;38;248;land;false;mountain;1
333;152;153;222;land;false;desert;1
334;164;219;144;land;false;jungle;1
335;226;98;195;land;false;marsh;1
336;66;220;245;land;false;mountain;1
337;192;100;246;land;false;marsh;1
338;221;181;114;land;true;mountain;1
339;170;187;160;land;false;jungle;1
340;160;168;184;land;true;mountain;1
341;105;216;249;land;false;marsh;1
342;245;79;218;land;true;marsh;1
343;223;81;216;land;false;desert;1
344;103;208;201;land;true;desert;1
345;236;227;94;land;false;mountain;1
346;157;187;178;land;false;marsh;1
347;229;101;215;land;true;marsh;1
348;252;227;130;land;false;mountain;1
